"Doctor","Medical Condition","Hospital"
"Rhonda Ford","Diabetes","Lewis-Thomas"
"Rhonda Franklin","Diabetes","Ltd Sherman"
"Rhonda Gilbert","Cancer","Henderson Carpenter and Barrett,"
"Rhonda Graham","Diabetes","Inc Dyer"
"Rhonda Green","Obesity","Henry Ltd"
"Rhonda Grimes","Diabetes","LLC Chase"
"Rhonda Hall","Arthritis","Meyers Group"
"Rhonda Hall","Obesity","Dillon-Murphy"
"Rhonda Hernandez","Cancer","and Hernandez, Kline Hall"
"Rhonda Hunter","Arthritis","Rasmussen Ltd"
"Rhonda Hunter","Asthma","and Gordon, Nicholson Blair"
"Rhonda Jackson","Cancer","Houston Fischer Russell, and"
"Rhonda Jackson","Asthma","Martin PLC"
"Rhonda James","Diabetes","Sandoval-Khan"
"Rhonda Jennings","Asthma","Barnett-Brown"
"Rhonda Jones","Arthritis","and Strong Garrett, Jones"
"Rhonda Joseph","Arthritis","Humphrey LLC"
"Rhonda Lawrence","Arthritis","Wells-Robles"
"Rhonda Lee","Asthma","Reed-Hernandez"
"Rhonda Lopez","Asthma","Rodriguez Group"
"Rhonda Lucas","Asthma","Santiago-Bush"
"Rhonda Mann","Hypertension","Inc Landry"
"Rhonda Marquez","Cancer","Hall Sons and"
"Rhonda Martinez","Diabetes","Ltd Mason"
"Rhonda Mata MD","Asthma","Morgan-Allen"
"Rhonda Mayo","Cancer","Rivera PLC"
"Rhonda Mcbride","Cancer","Inc Mcbride"
"Rhonda Mcdaniel","Arthritis","Thompson and Rice Vasquez,"
"Rhonda Meadows","Asthma","LLC Robinson"
"Rhonda Meyer","Diabetes","Lynch, and Pittman Harris"
"Rhonda Miller","Hypertension","Young-Myers"
"Rhonda Moore","Hypertension","Waters-Chapman"
"Rhonda Moore","Arthritis","Rivera and Hensley, Christensen"
"Rhonda Moore","Hypertension","PLC Garcia"
"Rhonda Moss","Hypertension","and Blanchard Walker, Barrett"
"Rhonda Munoz","Cancer","Bailey-Rivera"
"Rhonda Nichols","Asthma","and Riley Compton, Morris"
"Rhonda Page","Obesity","Garcia Inc"
"Rhonda Perez","Arthritis","LLC Andrews"
"Rhonda Reese","Cancer","LLC Espinoza"
"Rhonda Reeves","Hypertension","Ltd Hall"
"Rhonda Roberts","Arthritis","Mahoney Watson, Cooper and"
"Rhonda Rodriguez","Diabetes","Wall Ortega, Garcia and"
"Rhonda Ross MD","Cancer","Group Taylor"
"Rhonda Roth","Arthritis","Sanchez-Zamora"
"Rhonda Simon","Cancer","PLC Williams"
"Rhonda Smith","Hypertension","Arellano, and Mcconnell Oconnor"
"Rhonda Tucker","Hypertension","and Long Rush, Robinson"
"Rhonda Turner","Asthma","Newman-Murray"
"Rhonda Vasquez","Asthma","Hunter Ltd"
"Rhonda Warren","Obesity","Morales, Johnson Gillespie and"
"Rhonda Watson","Obesity","Kelly and Sons"
"Rhonda Williams","Asthma","Hawkins-Harper"
"Rhonda Wilson","Hypertension","Fields-Brock"
"Rhonda Wright","Arthritis","Smith-Rodriguez"
"Rhonda Zuniga","Asthma","Marshall, Solis Kaiser and"
"Ricardo Baker","Cancer","Smith Group"
"Ricardo Bishop","Cancer","Sheppard-Hall"
"Ricardo Bradshaw","Hypertension","Walsh-Brown"
"Ricardo Brewer","Diabetes","Hall-Cox"
"Ricardo Bush","Arthritis","Patrick, Parker Snyder and"
"Ricardo Cruz","Arthritis","Inc Hernandez"
"Ricardo Davis","Diabetes","Sons and Smith"
"Ricardo Day","Asthma","Bradford-Jones"
"Ricardo Hill","Cancer","Price-Mcdonald"
"Ricardo Hughes","Hypertension","Lee-Young"
"Ricardo Johnson","Obesity","PLC Huff"
"Ricardo Love","Hypertension","Melton and Proctor Moses,"
"Ricardo Martin","Diabetes","Ltd Robinson"
"Ricardo Martinez","Hypertension","Rowland-Barry"
"Ricardo Mitchell","Asthma","and Walters Walker, Black"
"Ricardo Peck","Obesity","Gilmore and Brown Meyer,"
"Ricardo Perez","Obesity","Howard Brown and Peterson,"
"Ricardo Rogers","Arthritis","Barker and Walker, Pena"
"Ricardo Smith","Asthma","Suarez Group"
"Ricardo Thompson","Hypertension","Lewis Frost, and Johnston"
"Ricardo Trevino","Arthritis","and Davis Torres Mercer,"
"Ricardo Watson","Diabetes","Middleton-Hill"
"Ricardo Wright","Arthritis","Kelly, Figueroa Boyd and"
"Richard Adams","Hypertension","House-Shaw"
"Richard Allen","Arthritis","Benson-Pacheco"
"Richard Anderson","Hypertension","York Sheppard, and Bruce"
"Richard Anderson","Arthritis","Bell Mills and Saunders,"
"Richard Anderson","Diabetes","Bennett, Gonzalez Webster and"
"Richard Anderson","Arthritis","Perez, and Mills Jones"
"Richard Andrews","Obesity","Lee Ltd"
"Richard Arias","Cancer","Bryant-Cruz"
"Richard Arnold","Diabetes","Wood, Hughes Wong and"
"Richard Arnold","Asthma","Crawford-Anderson"
"Richard Austin","Arthritis","and Owens Tran Trujillo,"
"Richard Avery","Arthritis","Bowman-Molina"
"Richard Ayala","Hypertension","Young Mcclain, Newman and"
"Richard Ayers","Diabetes","Anderson Kim, Brooks and"
"Richard Bailey","Cancer","Chavez, and Smith Hawkins"
"Richard Baird","Asthma","Herring-Johnson"
"Richard Baker","Obesity","Evans, Garcia Trujillo and"
"Richard Barnes","Diabetes","Schmidt-Edwards"
"Richard Barnett","Asthma","Perez, Taylor Ortiz and"
"Richard Bates","Hypertension","Estrada and White Webster,"
"Richard Bell DDS","Diabetes","Hodges Inc"
"Richard Bennett","Hypertension","Owen Brewer, and Davies"
"Richard Benson","Hypertension","Inc Campbell"
"Richard Bolton","Asthma","and Cunningham, Miller Yates"
"Richard Booker","Obesity","Cochran Whitney, and Novak"
"Richard Boyd","Obesity","Sons Lee and"
"Richard Boyle","Cancer","Adams-Daugherty"
"Richard Bradshaw","Hypertension","Kim-Valencia"
"Richard Brewer","Cancer","Bradley-Thompson"
"Richard Brewer","Cancer","and Armstrong Ayers, Horne"
"Richard Brown","Asthma","Group Shaw"
"Richard Brown","Arthritis","Velasquez Clark and Robertson,"
"Richard Brown","Hypertension","LLC Hernandez"
"Richard Brown","Cancer","Inc Brown"
"Richard Brown","Hypertension","Fuller-Anderson"
"Richard Bryant","Cancer","Graham Group"
"Richard Bryant","Cancer","Thomas-Carlson"
"Richard Buchanan","Cancer","Sherman-Martinez"
"Richard Burch","Diabetes","Williams Sons and"
"Richard Camacho","Diabetes","and Walker Caldwell, Dunlap"
"Richard Campbell","Cancer","PLC Warren"
"Richard Campbell","Diabetes","Proctor-Sullivan"
"Richard Campos","Cancer","Bryant-Ball"
"Richard Campos","Cancer","Clay LLC"
"Richard Carney","Cancer","Blankenship, and Alvarado Martinez"
"Richard Carter","Cancer","Hopkins Mcgrath, and Kelley"
"Richard Castaneda","Obesity","Pratt-Horton"
"Richard Castro","Cancer","Simpson-Hunter"
"Richard Castro","Diabetes","Alvarado-Prince"
"Richard Cole","Obesity","Clayton Espinoza and Davis,"
"Richard Coleman","Hypertension","Blackwell-Wilson"
"Richard Collins","Diabetes","and Mitchell White Mendez,"
"Richard Collins","Hypertension","Garcia-Coleman"
"Richard Cortez","Asthma","Hartman, Shepherd and Garcia"
"Richard Craig","Asthma","Ltd Wright"
"Richard Cross","Arthritis","Boyd LLC"
"Richard Cruz","Diabetes","Miller-Chan"
"Richard Cummings","Obesity","Gilbert-Miller"
"Richard Curry","Cancer","Moore Ltd"
"Richard Davenport","Asthma","Hoover-Rangel"
"Richard Davidson","Obesity","Patton, and Black Martinez"
"Richard Davidson","Asthma","Cohen-Holmes"
"Richard Davila","Obesity","and Romero, Meyers Davis"
"Richard Davis","Diabetes","PLC Santana"
"Richard Davis","Diabetes","and Jones, Dixon Armstrong"
"Richard Davis","Diabetes","Brown and Cruz Clark,"
"Richard Davis","Cancer","Long Inc"
"Richard Davis","Obesity","and Davis, Clark Higgins"
"Richard Davis","Obesity","Group Davis"
"Richard Dawson","Asthma","Smith, and Newton Williams"
"Richard Day","Cancer","and Nelson Franklin Hale,"
"Richard Delgado","Diabetes","Ltd Baker"
"Richard Donaldson","Obesity","and Berg Molina Dennis,"
"Richard Doyle","Diabetes","Baker-Hall"
"Richard Duffy","Asthma","Glass Whitney Baker, and"
"Richard Duran","Diabetes","Johnson Ltd"
"Richard Durham","Asthma","Davis-Briggs"
"Richard Dyer","Hypertension","and Welch Smith, Thomas"
"Richard Edwards","Diabetes","Gonzalez-Kim"
"Richard Elliott","Cancer","Poole-Lester"
"Richard Fernandez","Diabetes","Chen and Jones Reeves,"
"Richard Fernandez","Obesity","Phillips-Proctor"
"Richard Finley","Cancer","Patterson-Gentry"
"Richard Fischer","Cancer","Peterson-Williams"
"Richard Flores","Obesity","Howard and Simpson, Castillo"
"Richard Ford","Cancer","Sons Rodriguez and"
"Richard Ford","Arthritis","Rogers PLC"
"Richard Foster","Arthritis","Osborn-Brown"
"Richard Fox","Diabetes","Davis Moore Bartlett, and"
"Richard Fox","Asthma","Olsen LLC"
"Richard Francis","Cancer","Mcdaniel Anderson, Herrera and"
"Richard Franco","Asthma","Mcgee Patton Aguirre, and"
"Richard Franklin","Asthma","Green-Garcia"
"Richard Frazier","Obesity","Smith-Patton"
"Richard Garcia","Arthritis","Tucker-Bailey"
"Richard Garcia","Asthma","Bailey Inc"
"Richard Garner","Asthma","Barker-Hull"
"Richard George","Asthma","and Hopkins, Bartlett Washington"
"Richard George","Obesity","Rivas, Martin and Moore"
"Richard George","Arthritis","Whitehead, and Washington Buck"
"Richard Gibbs","Diabetes","Reed-Camacho"
"Richard Gibson","Cancer","Fry-Frye"
"Richard Gibson","Obesity","Craig-Porter"
"Richard Gomez","Cancer","Warren-Gonzalez"
"Richard Gomez","Asthma","Wade Rodriguez, Peterson and"
"Richard Gonzalez","Asthma","Garcia-Newman"
"Richard Gould","Hypertension","Bennett Sons and"
"Richard Graham","Hypertension","Navarro Group"
"Richard Graham","Cancer","and Johnson, Weber Olson"
"Richard Grant","Arthritis","Ortiz-Fletcher"
"Richard Greene","Hypertension","LLC Wilcox"
"Richard Griffin","Asthma","Williams Soto Velazquez, and"
"Richard Guerrero","Cancer","Hall West and Patterson,"
"Richard Gutierrez","Arthritis","Stone Ltd"
"Richard Guzman","Diabetes","Ramirez-Page"
"Richard Haley","Diabetes","PLC Kelly"
"Richard Hammond","Arthritis","Watson-Everett"
"Richard Hansen","Asthma","Richardson Fitzpatrick and Fisher,"
"Richard Hanson","Hypertension","Gutierrez LLC"
"Richard Harmon","Obesity","Cabrera-Park"
"Richard Harper","Asthma","and Washington Peterson, Riley"
"Richard Harrell","Diabetes","and Lopez Edwards, Robinson"
"Richard Harris","Hypertension","Gomez-Smith"
"Richard Harris","Obesity","Burton-Peterson"
"Richard Harris","Hypertension","Edwards-Austin"
"Richard Harris","Asthma","Day-Ritter"
"Richard Harrison","Cancer","Ltd Finley"
"Richard Hart","Hypertension","Day-Brennan"
"Richard Hayes","Arthritis","Cook, and Thompson Taylor"
"Richard Hebert","Diabetes","Sons and Taylor"
"Richard Henderson","Arthritis","Sons Lawrence and"
"Richard Henry","Asthma","and Gonzales Rocha, White"
"Richard Henry","Asthma","Price-Young"
"Richard Hernandez","Hypertension","Smith Holland, and Hogan"
"Richard Hernandez II","Asthma","Davis-Serrano"
"Richard Herrera","Hypertension","Group Lewis"
"Richard Hickman","Hypertension","Day-Armstrong"
"Richard Hicks","Obesity","Hodges Olsen, and Stevens"
"Richard Hill","Obesity","Graham Torres Lopez, and"
"Richard Hodges","Diabetes","and King Johnson, Lawrence"
"Richard Holland","Obesity","and Leonard Brown George,"
"Richard Hooper","Asthma","Simpson-Ward"
"Richard Hopkins","Obesity","Murray-King"
"Richard Howell","Diabetes","Group Hall"
"Richard Huffman","Diabetes","Thomas LLC"
"Richard Hunt","Arthritis","Davidson-Wade"
"Richard Ingram","Cancer","and Williams Davis, Fernandez"
"Richard Jenkins","Obesity","and Trujillo Delgado, Williams"
"Richard Jennings","Diabetes","Inc Moore"
"Richard Johnson","Diabetes","Payne Inc"
"Richard Johnson","Arthritis","Olson Inc"
"Richard Johnson","Arthritis","and Wilson Garcia Rojas,"
"Richard Johnson","Cancer","Todd-Schultz"
"Richard Johnson","Cancer","Barnes Ltd"
"Richard Johnston","Arthritis","LLC Gutierrez"
"Richard Jones","Cancer","Flores Sons and"
"Richard Jones","Hypertension","Pratt-Rodriguez"
"Richard Jones","Hypertension","Kennedy, and Burke Lewis"
"Richard Jones","Cancer","Johnson Perkins Chapman, and"
"Richard Juarez","Obesity","and Blair, Weiss Brooks"
"Richard Keith","Hypertension","Keith-Hayes"
"Richard Kennedy","Arthritis","Ortiz-Edwards"
"Richard King","Cancer","Inc Frazier"
"Richard Knight","Asthma","Warren-Friedman"
"Richard Knight","Obesity","Hall LLC"
"Richard Lawrence","Asthma","and Hawkins Sons"
"Richard Lee","Obesity","Wood Simpson Burton, and"
"Richard Lee","Asthma","Group Garcia"
"Richard Lewis","Arthritis","Delgado Group"
"Richard Lopez","Hypertension","Chapman Sons and"
"Richard Lopez","Obesity","Estes-Morgan"
"Richard Love","Diabetes","Barron-Pennington"
"Richard Marshall","Obesity","and Smith, Mayo Ware"
"Richard Martin","Hypertension","Willis-Dixon"
"Richard Martin","Arthritis","Hurst-White"
"Richard Martin","Asthma","Griffin, Reyes and Garcia"
"Richard Martinez","Diabetes","Ellison-Watson"
"Richard Martinez","Arthritis","Shields-Lee"
"Richard Matthews","Obesity","Malone Ltd"
"Richard Mccall","Arthritis","Taylor, and King Lopez"
"Richard Mccann","Diabetes","Martinez and Sullivan, Smith"
"Richard Mcgee","Cancer","Johnson Meyers and Novak,"
"Richard Mcguire","Hypertension","Jones-Hester"
"Richard Mcknight","Obesity","Kramer and Taylor, Wall"
"Richard Mclean","Diabetes","Inc Howard"
"Richard Mejia","Cancer","Jimenez, and Miller Perry"
"Richard Mejia","Cancer","Smith-Duncan"
"Richard Mendoza","Cancer","Miller Inc"
"Richard Meyer","Cancer","Carter Mcguire Anderson, and"
"Richard Miller","Obesity","Copeland-Gomez"
"Richard Miller","Asthma","Newman, Cruz and Mcknight"
"Richard Miranda","Obesity","Russell-Wallace"
"Richard Mitchell","Obesity","Rodriguez, and Foster Ramos"
"Richard Mitchell","Asthma","and Mahoney Watts, Ellis"
"Richard Molina","Hypertension","Weaver and Rodriguez Clark,"
"Richard Montgomery","Obesity","Moody-Reyes"
"Richard Montoya","Asthma","Reese PLC"
"Richard Moore","Asthma","LLC Mckenzie"
"Richard Moore","Cancer","LLC Bailey"
"Richard Morales","Arthritis","Deleon-Boyd"
"Richard Morales","Hypertension","Bailey-Flynn"
"Richard Morales","Cancer","and Dean Benitez Drake,"
"Richard Moreno","Asthma","Yoder PLC"
"Richard Morrow","Hypertension","Chavez and Brown, Morris"
"Richard Moss","Asthma","Graham-Douglas"
"Richard Mullins","Arthritis","and Romero Garcia, Moore"
"Richard Murphy","Hypertension","Douglas Williams, and Rivera"
"Richard Neal","Asthma","and Sons Marsh"
"Richard Nelson","Obesity","Parker-Hodges"
"Richard Nelson","Asthma","Ltd Haney"
"Richard Nelson II","Arthritis","Sons and Johnson"
"Richard Newton","Asthma","Mccoy-Vaughn"
"Richard Nguyen","Asthma","Holland and Jackson Johnson,"
"Richard Nguyen","Hypertension","Brown-Williams"
"Richard Nichols","Hypertension","Fernandez LLC"
"Richard Nixon","Hypertension","Chung-Floyd"
"Richard Noble","Cancer","Sullivan, Coleman Munoz and"
"Richard Nunez","Obesity","Simmons Ltd"
"Richard Oconnor","Hypertension","Jackson, Smith and Green"
"Richard Oliver","Diabetes","Adams Sons and"
"Richard Palmer","Hypertension","Adams and Brown Benson,"
"Richard Parsons","Obesity","Petersen, Gray Dorsey and"
"Richard Paul","Cancer","Inc Henry"
"Richard Peck","Obesity","Hayes Mayer, Barrett and"
"Richard Perez","Diabetes","Mitchell, Rogers and Wilson"
"Richard Perez","Cancer","Ltd Smith"
"Richard Perkins","Diabetes","Ltd Sherman"
"Richard Peters","Cancer","Case-Moore"
"Richard Peters","Arthritis","and Farrell Matthews, Ward"
"Richard Petty","Cancer","Miller PLC"
"Richard Phelps","Cancer","Ray Inc"
"Richard Phelps","Obesity","Sons Baker and"
"Richard Pierce","Cancer","Johnson-Patel"
"Richard Porter","Obesity","Powell-West"
"Richard Pratt","Asthma","King-Nunez"
"Richard Price","Cancer","Group Green"
"Richard Ramirez","Arthritis","Group Brown"
"Richard Ramirez","Obesity","Casey-Rivera"
"Richard Reyes","Arthritis","Miller-Ramos"
"Richard Reyes","Obesity","Barton-Kelley"
"Richard Richard","Cancer","Barnes Jackson and Alvarado,"
"Richard Riley","Obesity","and Rangel Scott, Lowe"
"Richard Rios","Hypertension","Group Smith"
"Richard Ritter","Asthma","Williams-Kim"
"Richard Ritter","Diabetes","Group Padilla"
"Richard Roberts","Obesity","Wood and Barnett Smith,"
"Richard Roberts","Obesity","Morrow Inc"
"Richard Robertson","Cancer","Ltd Jones"
"Richard Rodgers","Arthritis","Group Schneider"
"Richard Rodriguez","Asthma","Sons and Dominguez"
"Richard Rodriguez","Obesity","Nunez-Leon"
"Richard Rodriguez","Asthma","LLC Fox"
"Richard Rogers","Diabetes","Shah and Craig, Huynh"
"Richard Rogers","Diabetes","and Davenport, Olsen Flores"
"Richard Romero","Obesity","Collins, Zimmerman Lewis and"
"Richard Rose","Asthma","Delacruz Hawkins and Johnson,"
"Richard Ross","Asthma","Griffith, and Shepherd Donaldson"
"Richard Roth","Cancer","Thomas Craig Ramirez, and"
"Richard Rubio","Cancer","Rush Ltd"
"Richard Ruiz","Asthma","Hansen-Calhoun"
"Richard Russell","Cancer","LLC Nolan"
"Richard Russell","Arthritis","Holt-King"
"Richard Ryan","Asthma","Perez and Green, Carlson"
"Richard Sanchez","Arthritis","Miller Inc"
"Richard Sanchez","Cancer","Mcmillan Henry, Garcia and"
"Richard Sanchez","Arthritis","Casey Group"
"Richard Saunders","Asthma","and Sons Bishop"
"Richard Schaefer Jr.","Hypertension","Stewart-Clark"
"Richard Schneider","Asthma","Patterson Miller and Johnston,"
"Richard Schneider","Cancer","Gomez-Curry"
"Richard Schroeder","Arthritis","Wheeler and Dickson, Wright"
"Richard Sharp","Diabetes","Wall-Smith"
"Richard Shaw","Asthma","Moore-Brown"
"Richard Shaw","Cancer","Aguilar-Blake"
"Richard Simmons","Cancer","Smith Group"
"Richard Simpson","Diabetes","Carter PLC"
"Richard Singh","Arthritis","and Gonzalez, James Kelly"
"Richard Skinner","Arthritis","Inc Marsh"
"Richard Sloan","Arthritis","Acosta-Thomas"
"Richard Smith","Diabetes","and White Malone Crawford,"
"Richard Smith","Cancer","and Rogers Myers, Massey"
"Richard Smith","Arthritis","Inc Smith"
"Richard Smith","Obesity","Elliott-Sutton"
"Richard Smith","Diabetes","Roberson-Wong"
"Richard Smith","Hypertension","Ruiz Mejia Tran, and"
"Richard Smith","Hypertension","David Sons and"
"Richard Smith","Hypertension","Moore Richards, and Smith"
"Richard Smith","Diabetes","Burke and Taylor Watkins,"
"Richard Smith","Cancer","Murillo-Mcgee"
"Richard Smith MD","Arthritis","Fowler-Mills"
"Richard Spencer","Obesity","Group Frank"
"Richard Spencer","Arthritis","Mann Chang, Khan and"
"Richard Stanley","Asthma","Williams, Wilson Reyes and"
"Richard Stevens","Arthritis","Watson-Cross"
"Richard Stewart","Asthma","Hunt-Reid"
"Richard Stokes","Diabetes","Collins Sons and"
"Richard Stokes","Arthritis","Stevenson-Miller"
"Richard Sullivan","Diabetes","Peterson and Sons"
"Richard Summers","Hypertension","Stephenson-Hester"
"Richard Taylor","Hypertension","Collins-Scott"
"Richard Taylor","Cancer","Miller-Sharp"
"Richard Taylor","Obesity","Gallegos, and Cherry Garner"
"Richard Taylor","Cancer","Herrera-Young"
"Richard Thomas","Cancer","Perez-Marquez"
"Richard Thomas","Arthritis","Jacobs-Schneider"
"Richard Thomas","Arthritis","Snow and Stafford Warren,"
"Richard Thomas","Arthritis","Miller-Clarke"
"Richard Thomas","Obesity","Wolf-Estes"
"Richard Thompson","Cancer","Dominguez and Flores, Johnson"
"Richard Todd","Obesity","Leach-Reyes"
"Richard Todd","Hypertension","Brown-Campbell"
"Richard Torres","Arthritis","Davis, Wilson Ho and"
"Richard Tucker","Cancer","Jenkins Peterson, and Lambert"
"Richard Turner","Diabetes","Brown-Cook"
"Richard Vargas","Arthritis","Harris, Reed and Webb"
"Richard Vazquez","Cancer","Ltd Ramirez"
"Richard Vincent","Asthma","Romero Inc"
"Richard Wagner","Hypertension","Martinez-Young"
"Richard Wagner","Diabetes","Sims, Holloway Mosley and"
"Richard Walker","Obesity","Allen Gonzales and Hill,"
"Richard Walker","Obesity","Klein Mitchell Mitchell, and"
"Richard Walker","Cancer","Webb Gardner and Wade,"
"Richard Wallace","Asthma","Johnson Carter Stone, and"
"Richard Walters","Hypertension","Bradley, and Harvey Lee"
"Richard Ward","Cancer","Davila Gallagher and Anderson,"
"Richard Ward","Hypertension","Harmon and Robles, Becker"
"Richard Ward","Cancer","Ltd Vargas"
"Richard Watts","Obesity","and Eaton, Haynes Taylor"
"Richard Webb","Hypertension","Huynh and Christensen Price,"
"Richard Webster","Arthritis","Ltd Richardson"
"Richard Weeks","Hypertension","and Torres Wilson, Mann"
"Richard Welch","Hypertension","Floyd-Neal"
"Richard Welch","Asthma","Case Group"
"Richard Wells","Arthritis","Ltd Thomas"
"Richard West","Diabetes","Ayala, Snyder and Rivera"
"Richard West","Asthma","Dalton Group"
"Richard Whitaker","Hypertension","Bishop-Taylor"
"Richard White","Obesity","Lara-Alexander"
"Richard White","Obesity","Pittman-Williams"
"Richard Wilcox","Cancer","Carroll-Rogers"
"Richard Wilkins","Arthritis","Olson-Cummings"
"Richard Williams","Diabetes","Gray-Joyce"
"Richard Williams","Cancer","Ltd James"
"Richard Williams","Hypertension","Group Johnson"
"Richard Williams","Hypertension","Gutierrez Fuentes Adams, and"
"Richard Williams","Diabetes","Williams Shannon and Gomez,"
"Richard Wilson","Arthritis","Morgan Ltd"
"Richard Wilson","Cancer","Armstrong-Lewis"
"Richard Wilson","Diabetes","Jennings Sons and"
"Richard Wilson DDS","Asthma","Evans and Pearson, Holt"
